2220;5421069108960510;28/09/2011;28/09/2015;3000.0;MasterCard ;D. C. Dutch Bidelman
2222;5421069108960520;31/07/2011;31/07/2015;3000.0;MasterCard ;Charlene Martinez
2223;5421069108960520;12/11/2010;12/11/2014;3000.0;MasterCard ;Virginia Carpenter
2224;5421069108960520;05/01/2010;05/01/2014;3000.0;MasterCard ;Jan Gordon
2225;5421069108960520;15/09/2012;15/09/2016;3000.0;MasterCard ;Carolyn Heath
2226;5421069108960520;16/04/2012;16/04/2016;3000.0;MasterCard ;Brenda Wagner
2227;5421069108960520;22/03/2011;22/03/2015;3000.0;MasterCard ;Peggy Hayden
2228;5421069108960520;01/08/2010;01/08/2014;3000.0;MasterCard ;Michele Burnett
2229;5421069108960520;10/05/2012;10/05/2016;3000.0;MasterCard ;Perpetua Easton
2230;5421069108960520;03/02/2012;03/02/2016;3000.0;MasterCard ;Clarence Hobier
2232;5421069108960530;22/02/2011;22/02/2015;3000.0;MasterCard ;Martha Lile
2233;5421069108960530;23/03/2012;23/03/2016;3000.0;MasterCard ;Pacita Lord
2234;5421069108960530;13/05/2011;13/05/2015;3000.0;MasterCard ;Barbara Harrington
2235;5421069108960530;13/01/2010;13/01/2014;3000.0;MasterCard ;Beverly Stone
2236;5421069108960530;12/01/2011;12/01/2015;3000.0;MasterCard ;Shay Sulkind
2237;5421069108960530;13/05/2011;13/05/2015;3000.0;MasterCard ;Doris Vanbuskirk
2238;5421069108960530;11/06/2012;11/06/2016;3000.0;MasterCard ;Christina Difatta
2239;5421069108960530;23/09/2010;23/09/2014;3000.0;MasterCard ;Nancy Spellman
2240;5421069108960530;24/07/2012;24/07/2016;3000.0;MasterCard ;Sidney Aldrich
2242;5421069108960540;02/05/2010;02/05/2014;3000.0;MasterCard ;Nancy Caskey
2243;5421069108960540;25/05/2010;25/05/2014;3000.0;MasterCard ;Jeffrey Pearl
2244;5421069108960540;27/03/2010;27/03/2014;3000.0;MasterCard ;Kyle Lyons
2245;5421069108960540;13/12/2011;13/12/2015;3000.0;MasterCard ;Joan Duncan
2246;5421069108960540;27/10/2010;27/10/2014;3000.0;MasterCard ;Marceline Benson
2247;5421069108960540;23/11/2011;23/11/2015;3000.0;MasterCard ;Paul Spiros
2248;5421069108960540;30/07/2011;30/07/2015;3000.0;MasterCard ;Alice Townes
2249;5421069108960540;18/12/2010;18/12/2014;3000.0;MasterCard ;Chris Bonal
2250;5421069108960540;01/10/2012;01/10/2016;3000.0;MasterCard ;Rory Moore
2252;5421069108960550;24/04/2010;24/04/2014;3000.0;MasterCard ;Lynn Sizemore
2253;5421069108960550;16/04/2010;16/04/2014;3000.0;MasterCard ;Kerri Robinson
2254;5421069108960550;22/05/2012;22/05/2016;3000.0;MasterCard ;Pamela Brandt
2255;5421069108960550;29/04/2011;29/04/2015;3000.0;MasterCard ;Kenneth Bianchi
2256;5421069108960550;07/03/2011;07/03/2015;3000.0;MasterCard ;Sharon Rajasekhar
2257;5421069108960550;13/06/2012;13/06/2016;3000.0;MasterCard ;Barton Quesada
2258;5421069108960550;16/02/2012;16/02/2016;3000.0;MasterCard ;Jeanne Hibbits
2259;5421069108960550;21/07/2010;21/07/2014;3000.0;MasterCard ;Hershel Haemon
2260;5421069108960550;02/12/2010;02/12/2014;3000.0;MasterCard ;Alicia Staggs
2262;5421069108960560;05/05/2012;05/05/2016;3000.0;MasterCard ;Jean Rizzi
2263;5421069108960560;31/08/2012;31/08/2016;3000.0;MasterCard ;Robert Pardee
2264;5421069108960560;06/03/2010;06/03/2014;3000.0;MasterCard ;Martha Ward
2265;5421069108960560;28/06/2011;28/06/2015;3000.0;MasterCard ;Paisal Marshall
2266;5421069108960560;05/04/2010;05/04/2014;3000.0;MasterCard ;Ruth Knudson
2267;5421069108960560;29/09/2010;29/09/2014;3000.0;MasterCard ;Shawn Ortiz
2268;5421069108960560;08/07/2011;08/07/2015;3000.0;MasterCard ;Virginia Vigil
2269;5421069108960560;16/07/2011;16/07/2015;3000.0;MasterCard ;Doris Whelchel
2270;5421069108960560;30/03/2010;30/03/2014;3000.0;MasterCard ;Brandy Stephens
2272;5421069108960570;29/02/2012;29/02/2016;3000.0;MasterCard ;Jacqueline Lorenzo
2273;5421069108960570;27/09/2011;27/09/2015;3000.0;MasterCard ;Dennis Martino
2274;5421069108960570;28/01/2011;28/01/2015;3000.0;MasterCard ;Dave Mathis
2275;5421069108960570;25/03/2012;25/03/2016;3000.0;MasterCard ;Peggy Chauvin
2276;5421069108960570;13/07/2010;13/07/2014;3000.0;MasterCard ;Sandra Montoya
2277;5421069108960570;30/09/2012;30/09/2016;3000.0;MasterCard ;Kathleen Crump
2278;5421069108960570;27/01/2011;27/01/2015;3000.0;MasterCard ;M. Weihing
2279;5421069108960570;28/10/2011;28/10/2015;3000.0;MasterCard ;Patricia Hammons
2280;5421069108960570;04/06/2012;04/06/2016;3000.0;MasterCard ;Janice Underwood
2282;5421069108960580;03/04/2012;03/04/2016;3000.0;MasterCard ;Michelle Werts
2283;5421069108960580;24/01/2010;24/01/2014;3000.0;MasterCard ;Shirley Barnes
2284;5421069108960580;15/12/2010;15/12/2014;3000.0;MasterCard ;Linda Alvarado
2285;5421069108960580;03/07/2011;03/07/2015;3000.0;MasterCard ;Mike Ragland
2286;5421069108960580;13/10/2011;13/10/2015;3000.0;MasterCard ;Charlene Silva
2287;5421069108960580;06/11/2011;06/11/2015;3000.0;MasterCard ;Marvin Hiser
2288;5421069108960580;22/09/2010;22/09/2014;3000.0;MasterCard ;Marylou Smith
2289;5421069108960580;05/02/2012;05/02/2016;3000.0;MasterCard ;Ben Dumin
2290;5421069108960580;08/10/2010;08/10/2014;3000.0;MasterCard ;Patricia Hagemann
2292;5421069108960590;21/01/2011;21/01/2015;3000.0;MasterCard ;Laura Reyes
2293;5421069108960590;11/02/2010;11/02/2014;3000.0;MasterCard ;Garnis Leonard
2294;5421069108960590;10/08/2012;10/08/2016;3000.0;MasterCard ;Steven Marlowe
2295;5421069108960590;10/06/2012;10/06/2016;3000.0;MasterCard ;Carol Ingram
2296;5421069108960590;25/01/2010;25/01/2014;3000.0;MasterCard ;Dale Thompson
2297;5421069108960590;14/02/2010;14/02/2014;3000.0;MasterCard ;Estrella Bledsoe
2298;5421069108960590;09/06/2012;09/06/2016;3000.0;MasterCard ;Robert Shepherd
2299;5421069108960590;02/12/2011;02/12/2015;3000.0;MasterCard ;Richard Ready
2300;5421069108960590;12/01/2011;12/01/2015;3000.0;MasterCard ;Elza Novelli
2302;5421069108960600;19/10/2011;19/10/2015;3000.0;MasterCard ;Elizabeth Tallaksen
2303;5421069108960600;08/01/2012;08/01/2016;3000.0;MasterCard ;Helen Austin
2304;5421069108960600;05/10/2011;05/10/2015;3000.0;MasterCard ;Robert Syseskey
2305;5421069108960600;11/01/2010;11/01/2014;3000.0;MasterCard ;Mark Saller
2306;5421069108960600;21/02/2011;21/02/2015;3000.0;MasterCard ;Ana Maestas
2307;5421069108960600;22/08/2012;22/08/2016;3000.0;MasterCard ;Margaret Adler
2308;5421069108960600;11/03/2011;11/03/2015;3000.0;MasterCard ;Lillie McDonald
2309;5421069108960600;19/09/2010;19/09/2014;3000.0;MasterCard ;Frazier Elliot
2310;5421069108960600;05/08/2010;05/08/2014;3000.0;MasterCard ;Thomas Butler
2312;5421069108960610;10/07/2012;10/07/2016;3000.0;MasterCard ;Connie Buford
2313;5421069108960610;27/09/2012;27/09/2016;3000.0;MasterCard ;Brian Burke
2314;5421069108960610;10/01/2011;10/01/2015;3000.0;MasterCard ;Vicki Schwartz
2315;5421069108960610;04/11/2010;04/11/2014;3000.0;MasterCard ;Elizabeth Ciccone
2316;5421069108960610;31/01/2012;31/01/2016;3000.0;MasterCard ;Nadya Gutierrez
2317;5421069108960610;26/09/2011;26/09/2015;3000.0;MasterCard ;Peggy Zape
2318;5421069108960610;28/06/2010;28/06/2014;3000.0;MasterCard ;Lori Robinson
2319;5421069108960610;23/02/2011;23/02/2015;3000.0;MasterCard ;Theresa Cocanougher
2320;5421069108960610;31/05/2011;31/05/2015;3000.0;MasterCard ;Matthew Vedar
2322;5421069108960620;14/02/2010;14/02/2014;3000.0;MasterCard ;Janice Wheeler
2323;5421069108960620;17/10/2011;17/10/2015;3000.0;MasterCard ;Karissa McNamee
2324;5421069108960620;30/10/2011;30/10/2015;3000.0;MasterCard ;Randy Steele
2325;5421069108960620;19/09/2010;19/09/2014;3000.0;MasterCard ;Ann Chen
2326;5421069108960620;30/04/2012;30/04/2016;3000.0;MasterCard ;Teri Smith
2327;5421069108960620;12/05/2012;12/05/2016;3000.0;MasterCard ;Gene Mosco
2328;5421069108960620;01/01/2010;01/01/2014;3000.0;MasterCard ;Karel Werner
2329;5421069108960620;21/01/2010;21/01/2014;3000.0;MasterCard ;Craig Carzino
2330;5421069108960620;03/08/2012;03/08/2016;3000.0;MasterCard ;Mary Thomas
2332;5421069108960630;19/02/2010;19/02/2014;3000.0;MasterCard ;Michael Cavagnaro
2333;5421069108960630;24/06/2010;24/06/2014;3000.0;MasterCard ;Sandra Townsend
2334;5421069108960630;19/12/2011;19/12/2015;3000.0;MasterCard ;Diane Stone
2335;5421069108960630;18/03/2010;18/03/2014;3000.0;MasterCard ;Doris Zehr
2336;5421069108960630;10/03/2012;10/03/2016;3000.0;MasterCard ;Bennie Fan
2337;5421069108960630;16/01/2012;16/01/2016;3000.0;MasterCard ;Debbie Stearns
2338;5421069108960630;08/10/2010;08/10/2014;3000.0;MasterCard ;Patricia Davis
2339;5421069108960630;16/03/2012;16/03/2016;3000.0;MasterCard ;Cheri Buggs
2340;5421069108960630;23/06/2011;23/06/2015;3000.0;MasterCard ;Amelia Valencia
2342;5421069108960640;14/10/2010;14/10/2014;3000.0;MasterCard ;Lawrence Smith
2343;5421069108960640;10/10/2010;10/10/2014;3000.0;MasterCard ;Elena Roach
2344;5421069108960640;16/01/2011;16/01/2015;3000.0;MasterCard ;Richard Mathias
2345;5421069108960640;30/07/2012;30/07/2016;3000.0;MasterCard ;Dustin Anaya
2346;5421069108960640;02/03/2011;02/03/2015;3000.0;MasterCard ;Eveline Anderson
2347;5421069108960640;18/03/2010;18/03/2014;3000.0;MasterCard ;Francis Witte
2348;5421069108960640;18/09/2010;18/09/2014;3000.0;MasterCard ;Sherry Weber
2349;5421069108960640;10/05/2011;10/05/2015;3000.0;MasterCard ;Gordon Cooke
2350;5421069108960640;01/06/2010;01/06/2014;3000.0;MasterCard ;Jerry Stratton
2352;5421069108960650;26/06/2011;26/06/2015;3000.0;MasterCard ;Julie Drier
2353;5421069108960650;19/04/2012;19/04/2016;3000.0;MasterCard ;Curtis Parr
2354;5421069108960650;04/11/2010;04/11/2014;3000.0;MasterCard ;Connie Landauer
2355;5421069108960650;19/11/2011;19/11/2015;3000.0;MasterCard ;Hope Lancaster
2356;5421069108960650;27/05/2010;27/05/2014;3000.0;MasterCard ;Colleen Roberts
2357;5421069108960650;17/01/2012;17/01/2016;3000.0;MasterCard ;Paul Castellucio
2358;5421069108960650;24/02/2010;24/02/2014;3000.0;MasterCard ;Michael Pilkenton
2359;5421069108960650;03/08/2012;03/08/2016;3000.0;MasterCard ;Angela Hazlip
2360;5421069108960650;22/12/2011;22/12/2015;3000.0;MasterCard ;Richard Wade
2362;5421069108960660;05/10/2010;05/10/2014;3000.0;MasterCard ;Karen Deromedi
2363;5421069108960660;06/05/2010;06/05/2014;3000.0;MasterCard ;John Morales
2364;5421069108960660;31/05/2010;31/05/2014;3000.0;MasterCard ;Barbara Lorenzo, Jr.
2365;5421069108960660;21/02/2011;21/02/2015;3000.0;MasterCard ;Joseph Lafayette
2366;5421069108960660;25/08/2010;25/08/2014;3000.0;MasterCard ;Scott Paczay
2367;5421069108960660;18/06/2012;18/06/2016;3000.0;MasterCard ;Tom Carrington
2368;5421069108960660;31/12/2011;31/12/2015;3000.0;MasterCard ;Samuel Biondolillo
2369;5421069108960660;01/06/2012;01/06/2016;3000.0;MasterCard ;Tina Cano
2370;5421069108960660;05/03/2011;05/03/2015;3000.0;MasterCard ;Catherine Wittels
2372;5421069108960670;14/02/2010;14/02/2014;3000.0;MasterCard ;Marion Mitchell
2373;5421069108960670;19/12/2010;19/12/2014;3000.0;MasterCard ;Jacqeline Adams
2374;5421069108960670;18/10/2011;18/10/2015;3000.0;MasterCard ;Robert Tolentino
2375;5421069108960670;03/11/2010;03/11/2014;3000.0;MasterCard ;Kenton Barnes
2376;5421069108960670;19/04/2012;19/04/2016;3000.0;MasterCard ;Joyce Theil
2377;5421069108960670;02/09/2010;02/09/2014;3000.0;MasterCard ;David Malmendier
2378;5421069108960670;29/04/2011;29/04/2015;3000.0;MasterCard ;Mayme Smith
2379;5421069108960670;16/11/2011;16/11/2015;3000.0;MasterCard ;Brandy Lunt
2380;5421069108960670;13/10/2011;13/10/2015;3000.0;MasterCard ;Robert Wright
2382;5421069108960680;05/01/2012;05/01/2016;3000.0;MasterCard ;James Shriner
2383;5421069108960680;26/10/2010;26/10/2014;3000.0;MasterCard ;Walter Steeves
2384;5421069108960680;23/04/2012;23/04/2016;3000.0;MasterCard ;Katy Chalmers
2385;5421069108960680;09/08/2012;09/08/2016;3000.0;MasterCard ;Judy Hetrick
2386;5421069108960680;15/10/2011;15/10/2015;3000.0;MasterCard ;Nancy Watner
2387;5421069108960680;11/08/2012;11/08/2016;3000.0;MasterCard ;Ron Wade
2388;5421069108960680;09/04/2012;09/04/2016;3000.0;MasterCard ;Ann Bell
2389;5421069108960680;12/02/2011;12/02/2015;3000.0;MasterCard ;Renee Wenzel
2390;5421069108960680;01/06/2011;01/06/2015;3000.0;MasterCard ;Herbert Hale
2392;5421069108960690;26/11/2011;26/11/2015;3000.0;MasterCard ;Joe Campbell
2393;5421069108960690;20/09/2011;20/09/2015;3000.0;MasterCard ;Jennifer Reynolds
2394;5421069108960690;21/10/2011;21/10/2015;3000.0;MasterCard ;Jesse Wintermantel
2395;5421069108960690;25/09/2011;25/09/2015;3000.0;MasterCard ;Stacy Olenzek
2396;5421069108960690;28/10/2010;28/10/2014;3000.0;MasterCard ;Alma Davis
2397;5421069108960690;05/02/2012;05/02/2016;3000.0;MasterCard ;Joy Hawkins
2398;5421069108960690;05/10/2010;05/10/2014;3000.0;MasterCard ;Cecilia Resse
2399;5421069108960690;19/03/2010;19/03/2014;3000.0;MasterCard ;Alice Viellieux
2400;5421069108960690;25/06/2010;25/06/2014;3000.0;MasterCard ;Onita Clark
2402;5421069108960700;22/11/2011;22/11/2015;3000.0;MasterCard ;Stephanie Classen
2403;5421069108960700;07/02/2010;07/02/2014;3000.0;MasterCard ;Derrin White
2404;5421069108960700;13/05/2012;13/05/2016;3000.0;MasterCard ;Larry Hathcock
2405;5421069108960700;29/03/2010;29/03/2014;3000.0;MasterCard ;Pamela Breaux
2406;5421069108960700;03/12/2010;03/12/2014;3000.0;MasterCard ;Melissa Strain
2407;5421069108960700;05/05/2012;05/05/2016;3000.0;MasterCard ;Frederick Buchanan
2408;5421069108960700;18/09/2012;18/09/2016;3000.0;MasterCard ;Karen Bean
2409;5421069108960700;14/04/2010;14/04/2014;3000.0;MasterCard ;Jennifer Sheahan
2410;5421069108960700;25/06/2011;25/06/2015;3000.0;MasterCard ;Lamar Wood
2412;5421069108960710;14/05/2011;14/05/2015;3000.0;MasterCard ;Scott Dennard
2413;5421069108960710;18/01/2011;18/01/2015;3000.0;MasterCard ;James Tolson
2414;5421069108960710;06/07/2010;06/07/2014;3000.0;MasterCard ;Thelma Hoffman
2415;5421069108960710;28/02/2012;28/02/2016;3000.0;MasterCard ;Karen Ahlin
2416;5421069108960710;09/12/2011;09/12/2015;3000.0;MasterCard ;Thomas Callahan
2417;5421069108960710;30/10/2011;30/10/2015;3000.0;MasterCard ;Greg Woulfe
2418;5421069108960710;01/08/2010;01/08/2014;3000.0;MasterCard ;Everett Beecher
2419;5421069108960710;16/09/2012;16/09/2016;3000.0;MasterCard ;James Hunter
2420;5421069108960710;22/03/2012;22/03/2016;3000.0;MasterCard ;Nancy Quick
2422;5421069108960720;14/05/2011;14/05/2015;3000.0;MasterCard ;Susan Chi Yun
2423;5421069108960720;09/10/2011;09/10/2015;3000.0;MasterCard ;Susanna Stephens
2424;5421069108960720;03/03/2010;03/03/2014;3000.0;MasterCard ;Bruce Wenzel
2425;5421069108960720;01/12/2011;01/12/2015;3000.0;MasterCard ;Gladys Adler
2426;5421069108960720;16/11/2011;16/11/2015;3000.0;MasterCard ;Flossie Trent
2427;5421069108960720;10/02/2010;10/02/2014;3000.0;MasterCard ;Audrey Tam
2428;5421069108960720;12/06/2010;12/06/2014;3000.0;MasterCard ;Shirley Couch
2429;5421069108960720;07/02/2010;07/02/2014;3000.0;MasterCard ;Logan Wallach
2430;5421069108960720;26/05/2012;26/05/2016;3000.0;MasterCard ;Jessica Benando
2432;5421069108960730;26/09/2011;26/09/2015;3000.0;MasterCard ;Lori Lindsey
2433;5421069108960730;03/11/2011;03/11/2015;3000.0;MasterCard ;Virginia Stanley
2434;5421069108960730;26/08/2010;26/08/2014;3000.0;MasterCard ;George Lopez
2435;5421069108960730;31/12/2010;31/12/2014;3000.0;MasterCard ;Patricia Wunderlich
